"Points_X","Points_Y"
-0.029568,0.004344
-0.029548,6e-06
-0.02951,0.004194
-0.029478,-0.002804
-0.029376,-0.002047
-0.029356,0.007684
-0.029291,0.006742
-0.029269,0.005086
-0.02926,-0.005799
-0.029235,-0.008786
-0.029202,-0.007514
-0.029138,-0.003851
-0.029086,0.008182
-0.029035,0.00155
-0.02898,0.006162
-0.028964,0.002802
-0.028914,-0.00338
-0.028867,0.003291
-0.028846,0.005415
-0.028742,0.011134
-0.028563,-0.00619
-0.028557,0.001484
-0.028521,-0.0071
-0.028475,-0.00871
-0.028437,-0.000768
-0.028413,0.004658
-0.028392,0.005767
-0.028323,-0.001443
-0.028229,0.010044
-0.028137,-0.004415
-0.028052,0.003924
-0.028045,0.003347
-0.028025,0.007209
-0.027919,0.004851
-0.027761,-0.000194
-0.027737,0.009337
-0.027734,-0.001709
-0.027708,-0.002739
-0.027671,0.000633
-0.027588,0.000792
-0.02758,-0.005194
-0.027533,-0.006006
-0.02751,0.007827
-0.027504,-0.009006
-0.027418,0.003796
-0.027398,0.004842
-0.027396,0.005969
-0.027375,0.006922
-0.027359,0.001419
-0.027288,-0.000409
-0.02728,-0.003563
-0.027273,0.001407
-0.027239,0.009917
-0.027234,0.00213
-0.027156,-0.007323
-0.027107,0.001121
-0.027103,-0.002608
-0.027073,-0.001053
-0.027029,0.003986
-0.026952,0.003406
-0.026935,-0.0042
-0.026902,0.002145
-0.026775,-0.006882
-0.026717,0.004987
-0.026687,-0.005206
-0.026607,2.2e-05
-0.026506,0.00379
-0.026461,0.009277
-0.026446,0.002598
-0.026383,0.005411
-0.026352,-0.000882
-0.026325,0.001309
-0.026324,0.007379
-0.02632,-0.002522
-0.026236,0.003526
-0.026205,-0.007032
-0.026158,-0.004224
-0.02615,0.002715
-0.026129,0.00598
-0.026074,-0.005143
-0.026049,9e-05
-0.026015,-0.0061
-0.025951,0.010731
-0.025921,-0.00291
-0.025905,0.000543
-0.025865,-0.001681
-0.025861,0.004574
-0.02583,-0.000971
-0.025759,-0.003169
-0.025712,-0.005389
-0.025678,-0.008632
-0.025643,0.007465
-0.025641,-0.001452
-0.025633,0.009326
-0.025493,0.003201
-0.025472,0.006017
-0.025448,0.00091
-0.025238,-0.003334
-0.025145,0.007001
-0.025129,0.001142
-0.025112,0.005541
-0.025076,-0.007373
-0.025044,0.008682
-0.025032,0.004326
-0.024998,-0.006788
-0.024873,-0.000958
-0.024842,0.00068
-0.024816,0.006283
-0.024748,-0.00464
-0.024745,-0.002144
-0.024619,0.001632
-0.024608,0.007449
-0.024597,0.001894
-0.024507,0.003172
-0.024416,-0.000205
-0.024391,0.00148
-0.024376,-0.002472
-0.024308,0.006862
-0.024298,-0.005465
-0.024253,0.003288
-0.024238,-0.004284
-0.024201,0.008742
-0.024189,0.00255
-0.024176,0.004756
-0.024154,-0.003807
-0.024132,-0.001872
-0.024128,0.001562
-0.024113,7.1e-05
-0.024071,0.004259
-0.024026,0.003893
-0.02402,0.008553
-0.023972,-0.005898
-0.023905,0.003528
-0.023864,-0.007807
-0.023707,-0.002695
-0.023701,-0.000433
-0.023576,0.002341
-0.023565,0.005221
-0.023472,0.008111
-0.023441,-0.00022
-0.02337,-0.001979
-0.023359,0.008966
-0.023358,-0.004788
-0.02334,0.006697
-0.023318,-0.006832
-0.023242,0.005428
-0.023221,-0.001891
-0.023219,0.005875
-0.023157,0.003804
-0.02312,0.001114
-0.023113,0.00973
-0.023066,-0.003616
-0.023061,-0.002872
-0.022941,-0.009381-0.005926
-0.022904,0.00069
-0.022781,-0.007648
-0.022754,-0.005482
-0.022503,-0.003359
-0.022428,0.007306
-0.022309,-0.004354
-0.022286,0.007116
-0.02228,0.002512
-0.022265,0.008537
-0.022151,-0.000408
-0.02213,-0.008459
-0.022114,0.002004
-0.022076,0.004388
-0.022044,0.006526
-0.022027,-0.000678
-0.021878,0.009356
-0.021869,0.005391
-0.021867,0.004136
-0.021855,0.000338
-0.021681,-0.00393
-0.021593,-0.006431
-0.021592,-0.007447
-0.021591,0.008945
-0.021574,0.001957
-0.021541,0.010942
-0.021535,-0.001341
-0.021444,0.003134
-0.02142,0.008146
-0.021387,0.002446
-0.021386,-0.007238
-0.021367,-0.008208
-0.021366,0.007440.003934
-0.02133,-0.005457
-0.021315,0.006621
-0.021222,0.001201
-0.021186,-0.009283
-0.021106,-0.003256
-0.020956,-0.001166
-0.020918,0.006001
-0.020912,0.009461
-0.020899,0.000412
-0.020714,-0.002291
-0.020683,0.009458
-0.020563,-0.002676
-0.020345,0.010008
-0.020334,0.003174
-0.020317,0.000628
-0.020145,0.004185
-0.020103,-0.000308
-0.020082,0.008765
-0.020053,-0.006544
-0.020047,0.004639
-0.020028,0.006415
-0.019952,-0.007201
-0.019935,0.005426
-0.01992,0.009206
-0.019875,0.0077
-0.019804,-0.010011
-0.019642,-0.003811
-0.019592,-0.006372
-0.01957,0.00368
-0.019554,-0.001102
-0.019551,-0.007923
-0.019529,0.000911
-0.0195,0.00459
-0.019436,-0.008645
-0.019409,-0.002053
-0.019297,-0.004833
-0.019247,-0.003006
-0.019196,0.002956
-0.01913,0.001303
-0.019119,0.009546
-0.019112,0.007194
-0.019058,-0.000786
-0.019021,-0.005302
-0.019015,0.008031
-0.019004,0.002804
-0.018972,0.004963
-0.018829,0.004579
-0.018767,0.009348
-0.018681,0.005604
-0.018667,0.000163
-0.01852,-0.003814
-0.018497,0.000254
-0.018396,0.002205
-0.018339,-0.004994
-0.018305,0.008611
-0.018172,-0.008092
-0.018101,0.003651
-0.018043,0.004704
-0.017994,0.005628
-0.017978,0.001331
-0.017894,-0.006524
-0.017833,-0.001893
-0.017699,0.009396
-0.01769,0.004961
-0.017666,-0.000319
-0.017621,0.005616
-0.017605,-0.000366
-0.017518,0.003229
-0.017339,-0.008851
-0.017309,-0.003776
-0.017254,-0.002218
-0.017236,-0.005997
-0.017211,0.0075630.008592
-0.017193,0.00659
-0.016972,0.003711
-0.01694,0.001283
-0.016782,0.001207
-0.016771,-0.002102
-0.01673,0.007171
-0.016724,-0.000528
-0.016711,-0.005115
-0.016587,-0.004119
-0.016547,0.0024
-0.016546,-0.001461
-0.016487,0.003847
-0.016461,-0.00672
-0.016326,8e-05
-0.016316,-0.003015
-0.016211,0.008578
-0.016128,0.00212
-0.016123,0.004585
-0.01608,0.000791
-0.015896,0.006385
-0.015797,-0.000595
-0.015785,-0.006512
-0.015767,-0.002295
-0.015745,0.00269
-0.01573,-0.005375
-0.015687,-0.003351
-0.015684,-0.007256
-0.015641,0.005742
-0.01561,0.010012
-0.015518,0.004445
-0.015517,0.002526
-0.015379,0.003761
-0.015373,0.009015
-0.01537,0.006602
-0.015334,0.008091
-0.015318,0.003552
-0.01523,-0.001888
-0.015218,0.001377
-0.015171,-0.004276
-0.015159,0.000752
-0.015151,-0.000346
-0.015117,-0.003797
-0.014978,-0.007399
-0.014958,0.005023
-0.014894,0.000594
-0.014827,-0.001297
-0.014772,0.006407
-0.01476,-0.000373
-0.014719,0.002243
-0.014691,-0.002352
-0.014623,0.004364
-0.014588,-0.005413
-0.014528,0.006857
-0.01443,0.001748
-0.014334,0.007554
-0.014274,0.003018
-0.014241,-0.002395
-0.014137,0.005082
-0.014115,-0.005907
-0.014073,-0.005696
-0.014065,-0.003132
-0.013976,0.01058
-0.013975,0.005024
-0.013916,0.002888
-0.013907,-0.004156
-0.013866,0.008647
-0.013854,-0.004235
-0.01385,-0.000515
-0.013768,0.007
-0.013723,-0.00248
-0.013686,0.004161
-0.013676,0.001536
-0.013589,-0.001198
-0.013527,0.005554
-0.013445,-0.008098
-0.01338,-0.003507
-0.013371,-0.007125
-0.013275,-0.005155
-0.013181,0.008193
-0.013178,0.002598
-0.013111,-0.000953
-0.013084,0.001148
-0.013068,0.009758
-0.013052,0.000348
-0.01303,-0.006242
-0.012989,0.004001
-0.012894,0.0115890.000338
-0.012879,0.003223
-0.012825,0.007357
-0.012794,-0.006882
-0.012685,0.005585
-0.01246,0.010258
-0.012434,-0.00432
-0.012333,0.00542
-0.012311,0.005742
-0.012297,0.006693
-0.012234,-0.001889
-0.01218,-0.006821
-0.012171,-0.005235
-0.012041,0.007704
-0.011989,0.003723
-0.011965,0.007244
-0.011803,0.001989
-0.011764,-0.008296
-0.011715,0.001039
-0.011702,-0.005377
-0.011685,-0.004201
-0.011592,-0.000872
-0.011552,0.008924
-0.011459,0.001878
-0.01144,-0.001031
-0.011353,-0.006388
-0.011338,0.010125
-0.011334,0.003904
-0.011221,0.008177
-0.011186,5.9e-05
-0.011062,0.000414
-0.011049,-0.003086
-0.01099,0.005541
-0.010944,0.002023
-0.010905,-0.00729
-0.010741,0.007306
-0.010659,0.009324
-0.010574,-0.007592
-0.010573,0.002328
-0.010452,0.005477
-0.010436,0.003826
-0.0104,-0.006287
-0.010398,-0.004487
-0.010351,0.001991
-0.010329,0.000516
-0.01029,0.003132
-0.010265,0.010492
-0.0102,0.010188
-0.010195,0.004641
-0.01005,-0.000485
-0.009973,-0.002973
-0.009894,0.004919
-0.009769,0.002405
-0.009591,-0.002521
-0.009549,0.008349
-0.009541,0.001566
-0.009484,0.010222
-0.009448,0.008965
-0.009417,0.006925
-0.009385,0.005893
-0.009315,0.003637
-0.009301,-0.008008
-0.009271,-0.001774
-0.009246,0.005315
-0.009226,-0.00576
-0.009194,-0.000308
-0.009151,-0.00163
-0.00897,-0.003821
-0.008969,0.002041
-0.008911,0.002578
-0.008863,-0.007097
-0.008846,0.000875
-0.008842,-0.006025
-0.008792,0.00607
-0.008649,0.010856
-0.008628,0.006353
-0.008471,0.009828
-0.008402,0.002448
-0.008368,-0.002436
-0.00833,-0.003461
-0.008326,0.000834
-0.00829,-6.5e-05
-0.008283,-0.000856
-0.008204,-0.005435
-0.008179,0.007671
-0.008142,0.003195
-0.008048,0.004814
-0.007954,0.00986
-0.007939,-0.008329
-0.007902,0.005828
-0.007901,0.003125
-0.00786,-6.1e-05
-0.007733,0.004731
-0.007616,-0.003734
-0.007608,-0.00696
-0.007583,0.00624
-0.007561,-0.003904
-0.007473,-0.001948
-0.007464,-0.005742
-0.007394,0.009196
-0.007389,0.003011
-0.007246,0.007895
-0.007233,-0.0051
-0.007161,0.010001
-0.007136,0.001789
-0.007033,-0.000253
-0.006983,-0.00273
-0.006977,0.001418
-0.006818,0.01076
-0.006769,-0.003701
-0.006725,0.006539
-0.006665,0.003407
-0.006599,0.005779
-0.006575,-0.001292
-0.006568,-0.005169
-0.006545,0.002779
-0.006531,-0.007228
-0.006476,0.005687
-0.006468,0.002242
-0.006402,-0.005273
-0.006364,0.003767
-0.006207,0.008025
-0.006206,-0.002302
-0.006194,0.008233
-0.006186,-0.007938
-0.00609,0.011197
-0.006056,0.004877
-0.006046,-5.2e-05
-0.005874,0.005739
-0.005648,0.007504
-0.005628,-0.006361
-0.005612,0.003652
-0.00555,0.000442
-0.005533,-0.003338
-0.005439,0.000852
-0.005275,0.00833
-0.005198,0.002657
-0.005128,-0.004135
-0.005051,-0.007149
-0.004857,-0.003447
-0.004851,0.007336
-0.004831,-0.005796
-0.00483,0.011406
-0.004573,0.004737
-0.004562,0.005051
-0.004545,0.009034
-0.004485,-7.5e-05
-0.004333,0.005397
-0.004323,0.002321
-0.004252,0.007883
-0.004184,-0.005116
-0.004128,-0.006952
-0.004035,-0.002634
-0.00402,0.010261
-0.004001,0.006849
-0.00398,0.004719
-0.003943,-0.004463
-0.003913,-0.001746
-0.003911,-0.000607
-0.003842,0.011177
-0.003749,0.001709
-0.003602,-0.006803
-0.003509,0.00078
-0.003497,0.002575
-0.003492,0.005394
-0.003322,0.007344
-0.003234,0.003242
-0.003219,0.00641
-0.003096,0.006993
-0.003074,-0.006964
-0.002896,-0.000438
-0.002892,-0.004051
-0.002708,0.004826
-0.002634,0.000267
-0.002628,0.009647
-0.002619,0.00111
-0.002546,0.005838
-0.002518,0.000941
-0.002472,-0.002123
-0.002469,0.003409
-0.002453,-0.00067
-0.00245,-0.006
-0.002344,-0.001387
-0.00233,-0.006129
-0.002224,-0.003986
-0.002164,0.001799
-0.001999,0.010747
-0.001964,0.004281
-0.001936,0.008188
-0.001905,0.003127
-0.001803,0.00506
-0.001716,0.008748
-0.001693,-0.000322
-0.001586,0.005983
-0.001555,0.002344
-0.001546,-0.001225
-0.001522,-0.002299
-0.001509,0.000746
-0.00146,0.003142
-0.001321,0.006641
-0.001268,0.005038
-0.00114,-0.007345
-0.001025,-0.00399
-0.001,-0.002935
-0.000973,-0.000545
-0.000956,0.000698
-0.000947,-0.002372
-0.000899,0.010041
-0.000868,0.007679
-0.000812,0.003363
-0.000793,0.006786
-0.000786,0.001633
-0.000664,0.005327
-0.000565,-0.000744
-0.000527,0.011457
-0.000464,-0.005536
-0.000358,-0.003875
-0.000277,0.000179
-0.000252,0.003793
