"Points:0","Points:1","Points:2"
-0.009649,-5.8e-05,-0.001106
-0.008495,-0.000286,-0.001269
-0.007639,-0.00066,-0.001258
-0.007507,-0.000237,-0.001301
-0.007083,-0.000272,-0.001128
-0.005868,0.000205,-0.001246
-0.004921,-0.000188,-0.000997
-0.004596,-0.000158,-0.001296
-0.003722,-0.00044,-0.000745
-0.003106,-0.000257,-0.001245
-0.001736,6.4e-05,-0.001538
-0.002124,-9.9e-05,-0.001328
-0.001186,-0.00063,-0.00087
0.000485,-0.000309,-0.000842
0.001514,-2.5e-05,-0.001062
0.002145,0.000249,-0.001058
-0.019574,0.001629,-0.001546
-0.01999,0.000593,-0.001087
-0.019333,0.001422,-0.001039
-0.019037,0.000764,-0.00065
-0.018115,0.001302,-0.001394
-0.018462,0.000518,-0.00093
-0.018717,0.001211,-0.001003
-0.018079,0.001595,-0.000917
-0.016937,0.000404,-0.000991
-0.016698,0.001575,-0.000879
-0.016487,0.000737,-0.001001
-0.015918,0.00058,-0.001512
-0.014984,0.001071,-0.000993
-0.014715,0.001179,-0.001006
-0.014254,0.000823,-0.000955
-0.013466,0.001254,-0.001058
-0.012659,0.000879,-0.001002
-0.012271,0.001007,-0.000717
-0.012211,0.001619,-0.001166
-0.011281,0.000891,-0.001032
-0.010927,0.000989,-0.000886
-0.010201,0.001413,-0.000868
-0.009115,0.000753,-0.000839
-0.00824,0.001139,-0.00158
-0.008416,0.000524,-0.001148
-0.008086,0.001523,-0.001288
-0.007902,0.000795,-0.000976
-0.006801,0.000704,-0.000969
-0.007064,0.001621,-0.000967
-0.006484,0.000785,-0.001071
-0.005816,0.00061,-0.001146
-0.005851,0.001495,-0.001042
-0.005392,0.001346,-0.000967
-0.00387,0.000413,-0.001292
-0.00468,0.001117,-0.001253
-0.004106,0.001039,-0.001175
-0.002537,0.001046,-0.001408
-0.002651,0.001496,-0.001113
-0.001617,0.000606,-0.001196
-0.001145,0.000926,-0.00134
-0.000477,0.000544,-0.000983
0.000399,0.001487,-0.001083
0.001203,0.0008,-0.001172
0.001861,0.001319,-0.001093
0.002886,0.001494,-0.00113
-0.019968,0.002895,-0.000662
-0.019544,0.002894,-0.001183
-0.019461,0.002167,-0.001082
-0.018865,0.002393,-0.001164
-0.018333,0.002899,-0.001488
-0.01768,0.002194,-0.001503
-0.018715,0.00216,-0.00107
-0.018168,0.002798,-0.001014
-0.017159,0.002935,-0.000859
-0.016324,0.001973,-0.001077
-0.01596,0.002573,-0.001152
-0.015521,0.0029,-0.00112
-0.015534,0.002375,-0.001092
-0.014449,0.001979,-0.001498
-0.014861,0.002604,-0.001128
-0.013811,0.002844,-0.000984
-0.013204,0.002827,-0.001465
-0.013588,0.002385,-0.00121
-0.012627,0.002679,-0.001349
-0.011945,0.00238,-0.001559
-0.012247,0.002241,-0.000995
-0.011115,0.002906,-0.001282
-0.010369,0.001825,-0.001445
-0.010966,0.0027,-0.001529
-0.011063,0.001949,-0.000878
-0.009839,0.002745,-0.000908
-0.009179,0.001812,-0.001486
-0.009588,0.002632,-0.001185
-0.007599,0.001965,-0.001474
-0.006521,0.00244,-0.001371
-0.006217,0.002618,-0.001567
-0.007238,0.002367,-0.00119
-0.006029,0.002393,-0.000845
-0.004769,0.002001,-0.001509
-0.005119,0.002245,-0.000925
-0.004991,0.002862,-0.000993
-0.003477,0.001896,-0.00121
-0.003789,0.00281,-0.000971
-0.002957,0.001721,-0.001366
-0.001761,0.002797,-0.001125
-0.001654,0.001918,-0.000983
1.1e-05,0.00216,-0.0015
-0.000666,0.001787,-0.001137
-0.000654,0.002783,-0.001258
0.001255,0.001747,-0.001425
0.000839,0.002924,-0.001206
0.001551,0.002237,-0.00102
-0.019949,0.003782,-0.001523
-0.018757,0.004166,-0.001528
-0.019235,0.003062,-0.001104
-0.019642,0.004008,-0.001293
-0.018999,0.003378,-0.001316
-0.018533,0.003402,-0.0012
-0.018297,0.004124,-0.001311
-0.01785,0.004077,-0.001181
-0.016534,0.003087,-0.001191
-0.017441,0.003224,-0.001187
-0.017169,0.003285,-0.000903
-0.016893,0.003778,-0.001255
-0.016238,0.003663,-0.00076
-0.016054,0.003194,-0.001171
-0.015875,0.003905,-0.001156
-0.015029,0.003819,-0.000862
-0.01493,0.003388,-0.001091
-0.014635,0.004001,-0.001049
-0.014223,0.004014,-0.001142
-0.014093,0.003237,-0.001186
-0.014006,0.003624,-0.000977
-0.013372,0.003782,-0.001104
-0.012657,0.004099,-0.001083
-0.01129,0.004136,-0.001445
-0.012056,0.003676,-0.001343
-0.012249,0.003414,-0.001153
-0.011512,0.003151,-0.000933
-0.010544,0.003956,-0.001352
-0.010402,0.003076,-0.000983
-0.009895,0.003895,-0.001254
-0.009138,0.003091,-0.000463
-0.008752,0.003086,-0.001298
-0.008526,0.003887,-0.001292
-0.008243,0.00303,-0.001422
-0.008033,0.003061,-0.001156
-0.007917,0.003909,-0.001212
-0.007538,0.003544,-0.001182
-0.007297,0.00388,-0.001174
-0.006956,0.00311,-0.001193
-0.006911,0.003691,-0.001076
-0.006272,0.003144,-0.001125
-0.006384,0.003624,-0.001207
-0.005052,0.00371,-0.001502
-0.005843,0.003924,-0.000738
-0.005163,0.004104,-0.001106
-0.005179,0.003548,-0.001097
-0.003545,0.003062,-0.001349
-0.004453,0.003386,-0.001164
-0.004037,0.003981,-0.001245
-0.003354,0.003951,-0.001272
-0.002707,0.002983,-0.001301
-0.002953,0.003711,-0.001326
-0.002044,0.003236,-0.001414
-0.001507,0.003932,-0.001401
-0.001209,0.003878,-0.001143
0.000415,0.003475,-0.001008
0.001328,0.004215,-0.00103
0.002028,0.003789,-0.001358
0.001996,0.003144,-0.001082
0.003323,0.003148,-0.001254
0.002982,0.004215,-0.001186
-0.01977,0.005416,-0.001363
-0.018816,0.00507,-0.001049
-0.018647,0.005106,-0.001391
-0.01779,0.004714,-0.001101
-0.017361,0.004943,-0.001104
-0.016426,0.004424,-0.001079
-0.014968,0.005439,-0.001432
-0.015014,0.004355,-0.001009
-0.01597,0.004913,-0.001122
-0.015243,0.004891,-0.001018
-0.014718,0.005281,-0.001011
-0.014163,0.005401,-0.001104
-0.013364,0.004242,-0.001209
-0.013368,0.004256,-0.001026
-0.012729,0.005341,-0.001026
-0.012187,0.00482,-0.000756
-0.011625,0.005211,-0.001244
-0.011444,0.004656,-0.001243
-0.01002,0.005311,-0.001585
-0.010656,0.004416,-0.001094
-0.010743,0.005278,-0.001163
-0.010357,0.005342,-0.001027
-0.009838,0.004477,-0.001154
-0.009193,0.004295,-0.000561
-0.009478,0.005022,-0.001158
-0.008668,0.005133,-0.000987
-0.008366,0.004406,-0.001421
-0.007818,0.004469,-0.00117
-0.007682,0.005126,-0.001104
-0.00622,0.004224,-0.001147
-0.007039,0.004534,-0.001198
-0.007114,0.004958,-0.001199
-0.005707,0.005301,-0.00126
-0.005506,0.005376,-0.00119
-0.004375,0.004791,-0.001423
-0.003574,0.004485,-0.001428
