"Points:0","Points:1","Points:2"
-0.001876,0.001548,-0.002283
-0.00114,0.001337,-0.001841
-7e-06,0.000458,-0.001454
-0.000484,0.001052,-0.002532
0.000236,0.001576,-0.001394
0.001224,0.00073,-0.001353
0.000781,0.001437,-0.001982
0.001576,0.000901,-0.002244
0.003336,0.000785,-0.001923
0.003462,0.001543,-0.001737
0.004131,0.001214,-0.002099
0.002984,0.000651,-0.001333
-0.019775,0.00181,-0.001699
-0.019133,0.00174,-0.002331
-0.019952,0.002315,-0.002442
-0.019771,0.002358,-0.001558
-0.019391,0.002565,-0.002458
-0.0183,0.002579,-0.001977
-0.01778,0.001994,-0.002276
-0.017529,0.002826,-0.002133
-0.018301,0.002425,-0.001308
-0.016952,0.002485,-0.002282
-0.015977,0.002714,-0.002483
-0.015864,0.002693,-0.001668
-0.015225,0.002148,-0.002425
-0.014313,0.001729,-0.002332
-0.01429,0.001774,-0.002014
-0.013791,0.001819,-0.002076
-0.014011,0.002184,-0.001747
-0.013733,0.002471,-0.00144
-0.012617,0.002591,-0.002418
-0.011391,0.001798,-0.002548
-0.012108,0.001765,-0.001624
-0.011862,0.001776,-0.002394
-0.012254,0.002381,-0.001746
-0.011989,0.002554,-0.002017
-0.01126,0.002739,-0.002302
-0.010732,0.002043,-0.002143
-0.011022,0.002256,-0.002256
-0.010841,0.002513,-0.002292
-0.009902,0.0025,-0.001457
-0.009962,0.002661,-0.002399
-0.009117,0.002806,-0.002276
-0.007874,0.0019,-0.001824
-0.007706,0.002136,-0.001564
-0.008149,0.002717,-0.002157
-0.005991,0.00174,-0.002226
-0.007072,0.002734,-0.001747
-0.006797,0.002055,-0.001895
-0.006942,0.002568,-0.002291
-0.006536,0.002343,-0.002192
-0.006188,0.002809,-0.002084
-0.005494,0.00283,-0.002411
-0.004854,0.002883,-0.001432
-0.003772,0.00176,-0.001381
-0.004681,0.002138,-0.002236
-0.003612,0.002366,-0.001493
-0.003337,0.002037,-0.001963
-0.003316,0.002695,-0.001852
-0.002487,0.002071,-0.001639
-0.002768,0.002229,-0.001328
-0.001482,0.002717,-0.001336
-0.000864,0.002313,-0.002149
0.000296,0.002468,-0.001569
0.001232,0.002397,-0.002139
0.000899,0.002739,-0.001329
0.002047,0.002217,-0.001746
0.004134,0.002924,-0.00212
-0.019924,0.003698,-0.002103
-0.019466,0.004178,-0.002346
-0.018855,0.003124,-0.002334
-0.018941,0.003574,-0.002186
-0.018677,0.004068,-0.001689
-0.018452,0.003743,-0.002169
-0.01833,0.00327,-0.002301
-0.016548,0.00366,-0.002314
-0.016435,0.003484,-0.001474
-0.015988,0.003279,-0.002414
-0.01542,0.003378,-0.0025
-0.015795,0.004179,-0.00143
-0.015428,0.003944,-0.001322
-0.014189,0.003047,-0.001406
-0.013894,0.003118,-0.002242
-0.014085,0.003231,-0.002291
-0.013631,0.003967,-0.001382
-0.01421,0.003787,-0.001348
-0.014528,0.003351,-0.001343
-0.014389,0.004224,-0.00131
-0.012822,0.003181,-0.002425
-0.013381,0.004179,-0.002492
-0.012866,0.004112,-0.001823
-0.012107,0.003732,-0.002417
-0.011245,0.00354,-0.002456
-0.010764,0.003122,-0.002287
-0.010453,0.003438,-0.001754
-0.010279,0.003918,-0.002268
-0.009845,0.003752,-0.0014
