"Points:0","Points:1","Points:2"
-2.06830e-02,9.45800e-03,-2.74600e-03
-1.99200e-02,9.20600e-03,-2.27700e-03
-1.91190e-02,9.54600e-03,-1.98600e-03
-1.39760e-02,1.05800e-02,-1.73600e-03
-1.24600e-02,1.02580e-02,-1.77500e-03
-1.13380e-02,1.01250e-02,-1.77300e-03
-1.06590e-02,9.32400e-03,-1.76600e-03
-1.02000e-02,1.01880e-02,-2.32100e-03
-9.44800e-03,8.96500e-03,-2.17800e-03
-7.16100e-03,1.00010e-02,-1.72200e-03
-4.54500e-03,9.03400e-03,-2.27300e-03
-4.02000e-03,1.02610e-02,-1.79700e-03
-2.15410e-02,1.09420e-02,-1.74700e-03
-1.28940e-02,1.15890e-02,-2.01100e-03
-8.64900e-03,1.08560e-02,-2.14400e-03
-4.83000e-03,1.14060e-02,-1.93700e-03
-1.99900e-03,1.07470e-02,-1.84800e-03
-1.73390e-02,-8.85100e-03,-1.67200e-03
-1.17640e-02,-8.29600e-03,-1.57700e-03
-7.93900e-03,-8.32900e-03,-1.65000e-03
-2.15930e-02,-6.43100e-03,-1.23200e-03
-2.00530e-02,-6.54400e-03,-9.74000e-04
-1.81720e-02,-8.09200e-03,-1.41500e-03
-1.78940e-02,-6.52400e-03,-1.00900e-03
-1.64610e-02,-6.72000e-03,-1.48400e-03
-1.56840e-02,-7.25600e-03,-1.44800e-03
-1.49780e-02,-7.39900e-03,-1.51300e-03
-1.34450e-02,-8.09800e-03,-1.45300e-03
-1.33710e-02,-7.12500e-03,-1.49500e-03
-1.05740e-02,-7.59200e-03,-1.35100e-03
-9.30100e-03,-8.00800e-03,-1.65500e-03
-8.86300e-03,-7.09700e-03,-1.55500e-03
-6.53100e-03,-7.22800e-03,-1.51200e-03
-6.18600e-03,-7.93800e-03,-1.46500e-03
-5.05100e-03,-7.14900e-03,-1.27400e-03
-4.12800e-03,-6.95200e-03,-1.26000e-03
-3.07400e-03,-6.96400e-03,-1.26700e-03
-3.60200e-03,-6.80300e-03,-1.19500e-03
-1.14000e-03,-7.34500e-03,-1.51600e-03
-2.29410e-02,-5.92600e-03,-1.32000e-03
-1.95920e-02,-6.37200e-03,-1.68700e-03
-1.90210e-02,-5.30200e-03,-1.55900e-03
-1.67110e-02,-5.11500e-03,-1.66600e-03
-1.57300e-02,-5.37500e-03,-1.46300e-03
-1.45880e-02,-5.41300e-03,-1.20000e-03
-1.40730e-02,-5.69600e-03,-1.62200e-03
-1.21710e-02,-5.23500e-03,-6.96000e-04
-1.04000e-02,-6.28700e-03,-1.03000e-03
-8.84200e-03,-6.02500e-03,-1.12700e-03
-7.46400e-03,-5.74200e-03,-1.37600e-03
-6.40200e-03,-5.27300e-03,-1.03700e-03
-4.83100e-03,-5.79600e-03,-1.64800e-03
-2.45000e-03,-6.00000e-03,-1.10100e-03
